date,text
2022-01-12T22:30:59.000Z,"At last night's City Council Meeting, January 11, 2022, our City Council designated Councilmember Dean Johnson as Mayor and Councilmember Ned Witting as Deputy Mayor. Councilmembers Julie Door, Jim Kastama, and Dennis King were sworn in and took the Oath of Office. https://t.co/aM6R0ZYGoE"
2022-01-12T03:00:02.000Z,"There will be a new face on the Puyallup City Council in January 2022.  City staff sat down with Councilmember King to discuss his goals, vision, and priorities while serving the City. Read the interview here: https://t.co/HWvMUgbQPW https://t.co/weMwvP6RUU"
2022-01-11T02:53:00.000Z,"The Puyallup Public Library is more than just a place to find a good book. In the past several years, the Library has expanded its programs and services to include such things as museum passes, LinkedIn Learning, and more. Read our e-news article here: https://t.co/6DFqe6CFP3 https://t.co/oKYZFbfBRn"
2022-01-09T18:47:00.000Z,"Our first City Council meeting of 2022 will be on Tuesday, January 11, 2022, at 6:30 pm. The meeting will be held in person and virtually. To review the meeting agenda and for instructions on how to provide public comment, please go to https://t.co/nMPCyuUetm https://t.co/XzwWFlrCrd"
2022-01-09T03:00:00.000Z,Talk to us about Downtown! Would you like to see public infrastructure improvements to Downtown Puyallup? Let us know by participating in an upcoming Open House on January 26. The meeting will be held via Zoom at Noon and 6 pm. Register to attend here https://t.co/tLg3toxFFI. https://t.co/aUo3FbOPzE
2022-01-08T03:10:00.000Z,"The Puyallup City Council approved the sale of a parking lot in downtown Puyallup to a local developer, with the intention of bringing more downtown housing opportunities. Learn more about the AOB Lot Redevelopment project here: https://t.co/qFCcHYKbZa https://t.co/GuuZswaFeu"
2022-01-07T20:33:57.000Z,"RT @PierceCo : Today is the last day of our COVID-19 testing site at the @wastatefair Gold Lot in @CityofPuyallup, open until 5 p.m. There's about a two-hour wait. @TPCHD is operating a testing site at the Fair's Bronze Lot, open until 4 p.m. today. There is currently a 90-minute wait. (1/2) https://t.co/JQqMmyMlSC"
2022-01-07T16:57:42.000Z,"UPDATE: Our Parks and Rec staff is reopening the Riverwalk Trail today, January 7. It is now safe to walk the trail."
2022-01-07T01:30:00.000Z,"The following roads in Puyallup are temporarily closed due to water over the roadway:

12th Ave SE - between 25th St and 27th St.
9th St SW - between 9th Ave and 12th Ave.

For a map of the road closures, please go to our GIS page here https://t.co/FS2s3JtBxE https://t.co/5oHgQXFRO7"
2022-01-06T23:11:03.000Z,"Due to the current River Flood Warning for our area, our Parks and Recreation Department will be closing the River Walk Trail today, January 6, 2022. We will update the community once it is safe to reopen the Trail. https://t.co/iH4cvVQrYb"
2022-01-06T19:32:35.000Z,"RT @PierceCo : The COVID-19 testing site at the @wastatefair Gold Lot in @CityofPuyallup is currently experiencing a 90 minute wait time. The site is open until 5 p.m., but may close early due to high demand. For a list of other testing sites in the County visit @TPCHD: https://t.co/FhOg5n8b8p. https://t.co/H7QxJzbwVJ"
2022-01-06T15:00:00.000Z,"@TPCHD COVID-19 testing site at the Washington State Fairgrounds Bronze Lot is open today from 8 am to 4 pm. No appointment required. As a reminder, there are additional testing sites in Puyallup. For a list of locations, please go to TPCHD's website here https://t.co/2yTd8jBbQa https://t.co/JWUiaHEJId"
2022-01-05T23:25:58.000Z,"RT @TPCHD : ??Do you have symptoms of COVID-19 and need to get tested for COVID-19? Good news! We?re partnering with @WAStateFair and @CityofPuyallup to open a new COVID-19 drive-thru testing site Thursday, Jan. 6, in the Fair?s Bronze Lot.?? https://t.co/Tf6Ga29gDN https://t.co/ZcC3pqc3Bi"
2022-01-04T17:45:49.000Z,"RT @PierceCo : Both COVID-19 testing sites in Lakewood and @WAStateFair Gold Lot are open today, Jan. 4. 

?? @CityofLakewood (3003 107th St S.) Hours: 10:30 a.m. - 5:30 p.m.
?? Washington State Fair ???????? ?????? (110 9th Ave. SW, @CityofPuyallup)
Hours: 10 a.m. - 5 p.m. https://t.co/UVvNMtMuHy"
2022-01-03T23:40:56.000Z,RT @PuyallupPD : The Covid-19 testing site at the WA State Fair is now CLOSED for the remainder of the day due to being FULL. The testing site will reopen on Tuesday. Thank you for your patience and grace today. https://t.co/V0IEcZSz1C
2022-01-03T21:56:20.000Z,RT @PierceCo : The Washington State Fairgrounds Gold Lot site is very full. Pierce County Emergency Management opened testing early to get cars off the roads. There are other locations in Pierce County to get tested. Visit https://t.co/VWNibsveye https://t.co/epDcpZNcmz
2022-01-02T22:03:00.000Z,"The City of Puyallup is proud to announce the ""We Are One"" art project. This project is a collaboration between the City and Puyallup School District to promote Diversity, Equity, and Inclusion through artistic expression. Learn more here https://t.co/ZckND8vaOy https://t.co/9r9FlOHYGO"
2022-01-02T19:04:12.000Z,"RT @PierceCo : Due to high demand, we're opening a temporary COVID-19 drive-thru testing site at the @WAStateFair Gold Lot Jan. 3-7. No appointment required. Testing is free. PCR tests ONLY, no rapid tests available. Open Mon 12-6pm, Tues-Fri 10am-5pm. More info ?? https://t.co/bU1a7DmztT. https://t.co/w4uurzR4o6"
2022-01-01T08:05:00.000Z,Happy New Year from the City of Puyallup! https://t.co/3zBVjxySFn
2021-12-31T02:06:00.000Z,"Puyallup City Hall will be closed tomorrow, December 31, 2021, in observance of the New Year holiday. We will reopen on Monday, January, 3, 2022. See you in the New Year! https://t.co/q5wiszgIxR"
2021-12-29T18:48:00.000Z,"A reminder to residents to stay home and work remotely if you can. If that is not an option, here are some tips to driving safely in the winter weather.
1. Carry chains in your vehicle and make sure to install them properly.
2. Never pass a snow plow.
3. Check road conditions https://t.co/zjLsIdLuZH"
2021-12-29T17:17:11.000Z,"RT @PuyallupPD : Please plan ahead and practice safe driving this holiday weekend. Emphasis Patrols are out, drive sober or get pulled over. #TargetZero #TogetherWeGetThere #DriveSoberOrGetPulledOver https://t.co/kidRn2IW8t"
2021-12-28T01:43:59.000Z,"Starting tomorrow, December 28, through Thursday, December 30, City facilities including City Hall, the Library, and the Recreation Center will be open from 11 am to 3 pm. The Senior Activity Center, however, will remain closed for the rest of the week. https://t.co/FLSqMh87PE"
2021-12-27T18:38:00.000Z,"It is cold out there, Puyallup! Here are a few tips to remember when driving in the snow and ice:

1. Drive slowly.
2. Never pass a snow plow or deicer truck.
3. Carry chains.
4. Give extra room between you and driver ahead.
For more winter driving tips: https://t.co/RXW7LPn9sK. https://t.co/JFtDNQu1vi"
2021-12-27T18:16:51.000Z,"RT @CPFR_PIO : A huge thank you to all the road crews who worked throughout the night, making our roads safer. And please, clean off your entire car before heading out today! @CityofPuyallup @PierceCo #centralpiercefire https://t.co/wf5rSz3U18"
2021-12-27T03:00:01.000Z,"Due to the snow and ice conditions, we will have a two hour late start for City facilities on Monday, December 27. City Hall, the Library, and the Recreation Center will open at 10 am and close at 4 pm, except for the Senior Activity Center which will be closed all day. https://t.co/Lw97NspEZp"
2021-12-26T15:30:00.000Z,"It is snow and ice season in Puyallup. Here are some tips to driving safely in the snow. For more Winter Driving Tips, and to review our Snow Plow Map, visit our webpage here: https://t.co/RXW7LPEKRk https://t.co/p6WKx6lhfB"
2021-12-25T18:52:00.000Z,Ho Ho Ho! Happy Holidays from the City of Puyallup! https://t.co/IdQzD8Y1WJ
2021-12-25T00:49:00.000Z,It is the holiday season in Downtown Puyallup. A big thank you to the Puyallup Main Street Association for making downtown look merry and bright! https://t.co/blY6sa82fv
2021-12-24T04:42:00.000Z,"There is a chance of snow in our forecast for this weekend. We are monitoring the forecast closely, and will provide updates on our website and social media. For Winter Driving Tips: https://t.co/qX1L4ojrx3 https://t.co/507sLOsjXj"
2021-12-23T22:43:00.000Z,"Puyallup City Hall will be closed on Friday, December 24, 2021 in observance of the Christmas holiday. We will reopen on Monday, December 27, 2021 at 8 am. https://t.co/8rIAY6PsXP"
2021-12-23T22:30:00.000Z,We are excited to announce that the new playground equipment at Sam Peach Park has been installed! The playground is now open! A huge thank you to Sam and Winifred Peach for donating the funds for the playground equipment. https://t.co/Eu6fdhjxSS
2021-12-22T18:54:00.000Z,"The City is proud to introduce CityView, our new online permitting software system. This software will streamline our permitting processes while also providing quality customer service. Learn more about CityView by going to https://t.co/br0YZ3VKkz https://t.co/KVJEkfH4To"
2021-12-21T18:40:00.000Z,"Holiday shopping is a fun, festive experience in downtown Puyallup. Go to https://t.co/50IbxIcqxO for more information. https://t.co/LHsT4UiPes"
2021-12-21T02:51:00.000Z,"Introducing CityView, our new online permitting system. This new software will streamline our permitting processes while also providing quality customer service. Learn more about CityView by visiting our webpage here: https://t.co/TLaXmcoiNx https://t.co/lIlIzNvnVP"
2021-12-20T19:55:51.000Z,"RT @PierceCo : Holly jolly, we can't believe it's Day 5 of the 12 Days of Pierce County! Take a break from your holiday shopping and stop by South Hill Mall in @CityofPuyallup to decorate Christmas cookies. ?? The cookie station starts at 2:30 p.m. tomorrow, Dec. 22, right next to Game ON! https://t.co/UGPHp2zcWB"
2021-12-20T04:00:00.000Z,"A reminder that starting December 20, 2021 through Thursday, December 23, 2021 Sound Transit will be closing sections of 3rd Ave NW and 7th St NW. From 7 am to 5 pm, contractors will be installing utilities. FMI please go to https://t.co/rJV98Yy7UP. https://t.co/uR5cTTi8Bk"
2021-12-18T04:00:01.000Z,"Starting Monday, December 20, 2021 through Thursday, December 23, 2021 Sound Transit will be closing sections of 3rd Ave NW and 7th St NW. From 7 am to 5 pm, contractors will be installing utilities near the new parking garage location. FMI go to https://t.co/rJV98Yy7UP. https://t.co/Qe8mTGMK06"
2021-12-14T02:27:00.000Z,"Introducing CityView, our new permitting software system. Learn more about CityView by visiting our website here: https://t.co/HBDU9qEbLT https://t.co/RCP99Xtueg"
2021-12-14T02:26:00.000Z,"Today, December 13, 2021, was the launch of our new permitting software, CityView. Mayor Door along with Councilmember Jacobsen, and representatives from the Master Builders Association participated in a Ribbon Cutting Ceremony to celebrate the occasion. https://t.co/sRaJ4IzQO7"
2021-12-11T03:31:00.000Z,"Thank you to all of the residents who joined us for the Shaw Road Open House last evening. We appreciate your feedback! For those who missed the Open House, you can watch the video on our Facebook page or on our project page here: https://t.co/EXvVv9OWcH https://t.co/KaSYdSEIyA"
2021-12-11T00:04:00.000Z,"Please be advised that N Meridian will be closed for night work starting December 13 through 17, 2021. From 5 pm to 5 am, both lanes of N Meridian between W Stewart and W Main will be closed.  Work is expected to be completed by 5 am on Friday, December 17. https://t.co/2nnXazsmTj"
2021-12-09T18:16:00.000Z,"At last Tuesday's City Council meeting, on December 7, 2021, we said farewell to outgoing Councilmember Cyndy Jacobsen. Her guidance and dedication on the Council will be missed. Thank you Councilmember Jacobsen for your hard work on the City Council! https://t.co/uSNCfnR2b1"
2021-12-08T18:41:00.000Z,"https://t.co/QprXnhJrZU is your guide to shopping local this year. From spices and teas to a new pair of running shoes, you don't need to travel far for great gifts. Learn more at https://t.co/Dhk5ZmuvPT https://t.co/rT3knCsQO7"
2021-12-07T17:45:00.000Z,"With the holiday season upon us, why not welcome a new furry friend into the family? Before you go shopping for your pooch, the Puyallup Police Department reminds residents to make sure that both new and current pets get licensed. Learn more here: https://t.co/hU1rcspNE8 https://t.co/5gUsGuMB9l"
2021-12-06T23:22:54.000Z,"UPDATE: There has been a delay with BNSF's rail work on N Meridian. As a result, N Meridian between W Stewart and W Main will be open this week. We will update the community once we have new closure dates."
2021-12-06T22:43:31.000Z,"RT @Daffodil365 : Both rain and shine, it was a pleasure participating in the @CityofPuyallup &amp; @CityofTacoma Santa Parades this weekend. Our Royalty Candidates and Alumnae proved their flexibility while spreading joy and smiles along each route! ? #DaffodilFestival #PierceCountyWA https://t.co/7vIa06OoCN"
2021-12-05T17:46:00.000Z,"Reminder today, December 5, 2021, through Thursday December 9, 2021, N Meridian between W Stewart and W Main will be closed from 9 pm to 5 am. BNSF will be doing repairs to the railroad crossing. Detour signs will be in place. Drivers use alternate routes. https://t.co/Bfqy26q2cw"
2021-12-04T00:27:00.000Z,"Ho ho ho! The Lighted Santa Parade is coming to town on December 4, at 5 pm. Bring the kids to this colorful downtown Puyallup holiday tradition. Learn more at https://t.co/7oRJMXzTil https://t.co/kmgiPZTvRS"
2021-12-03T03:04:00.000Z,"Starting Sunday, December 5, 2021, through Thursday December 9, 2021, N Meridian between W Stewart and W Main will be closed from 9 pm to 5 am. BNSF will be doing repairs to the railroad crossing. Detour signs will be in place. Drivers use alternate routes. https://t.co/7WPN9TGMez"
2021-12-01T00:45:00.000Z,It is beginning to look like the holiday season in downtown Puyallup! Our crews have been putting up lights and wreaths in Pioneer Park and downtown to welcome the holidays. https://t.co/E8rumHVHdx
2021-11-29T17:43:00.000Z,"Downtown Puyallup is ready for the holidays. Are you? Bring your list for fun, festive shopping. Visit https://t.co/Dhk5ZmM6Hr https://t.co/FtX3A4AoJP"
2021-11-27T20:28:00.000Z,"Happy Small Business Saturday! https://t.co/QprXni12Rs is your guide to shopping local this year. From spices and teas to a new pair of running shoes, you don't need to travel far for great gifts. https://t.co/Dhk5ZmM6Hr https://t.co/hG75ibALw7"
2021-11-27T03:00:02.000Z,"Small Business Saturday is November 27! Grab a coffee and explore Downtown Puyallup shops, with gifts for every list. #smallbusinesssaturday #shopsmall https://t.co/EdZz4yxK3Y"
